id	guid	telugu	roman	english	pronunciation	register	known_pct	new_words	island	rank	source	raw_rom	flags	notes	unlock_order	unlock_day
S1927	S53210c255004	బట్టలు ఎండలో ఉన్నాయి.	baṭṭalu eṇḍalō unnāyi.	The clothes are drying.	BUHT-tuh-loo EHN-duh-loh UHN-naa-yih		100		Home		anki	baTTaLu enDalo unnayi.			271	19
S1928	Sf21a51ac91fd	ఈ భోజనం బాగుంది.	ī bhōjanaṁ bāgundi.	This food is good.	EE BOH-juh-nuhm BAA-goon-dih		100		Feelings		anki	ee bhoojanaM baagunDi.			109	8
S1929	S71511e4a1f87	మీ ఇల్లు చాలా బాగుంది.	mī illu chālā bāgundi.	Your house is really nice.	MEE IHL-loo CHAA-laa BAA-goon-dih	respectful	100		Feelings		anki	mee illu chaalaa baagunDi.			33	3
S1930	S29e36b93eea7	ఇప్పుడు నేను బాగున్నాను.	ippuḍu nēnu bāgunnānu.	I'm doing fine now.	IHP-poo-doo NAY-noo BAA-goon-naa-noo		100		Feelings		anki	ippuDu nenu baagunnaanu.			112	8
S1931	S46e391b1006f	నిన్న నేను బాగలేదు.	ninna nēnu bāgalēdu.	Yesterday I wasn't fine.	NIHN-nuh NAY-noo BAA-guh-LAY-doo		100		Feelings		anki	ninna nenu baagaledu.			200	14
S1932	S88db54574686	ఈ కాఫీ బాగలేదు.	ī kāphī bāgalēdu.	This coffee is not good.	EE KAW-fee BAA-guh-LAY-doo		100		Feelings		anki	ee coffee baagaledu.			200	14
S1933	Sb6e569574967	ఈ రోజు చాలా అలసిపోయాను.	ī rōju chālā alasipōyānu.	I got very tired today.	EE ROH-joo CHAA-laa uh-LUH-sih-POH-yaa-noo		100		Feelings		anki	ee roju chaalaa alasipoyaanu.			113	8
S1934	S184e63fbd3b5	పని తర్వాత అలసిపోయాను.	pani tarvāta alasipōyānu.	After work I'm tired.	PUH-nih TUHR-vaa-tuh uh-LUH-sih-POH-yaa-noo		100		Feelings		anki	pani tarvata alasipoyaanu.			116	8
S1935	S13a57e56cbc0	నాకు మంచి నిద్రా కావాలి.	nāku manchi nidrā kāvāli.	I need good sleep.	NAA-koo MUHN-chih NIHD-raa KAA-vaa-lih		100		Feelings		anki	naaku manchhi nidraa kaavaali.			263	18
S1936	S3fa05fd1c77f	నాకు చాలా నిద్రా వస్తుంది.	nāku chālā nidrā vastundi.	I'm very sleepy now.	NAA-koo CHAA-laa NIHD-raa VUHS-toon-dih		100		Feelings		anki	naaku chaalaa nidraa vastuMdi.			263	18
S1937	Sc07666ce16c5	లంచ్ తర్వాత నిద్రా వస్తుంది.	lanch tarvāta nidrā vastundi.	After lunch, sleepiness comes.	LUNCH TUHR-vaa-tuh NIHD-raa VUHS-toon-dih		100		Feelings		anki	lunch tarvata nidraa vastuMdi.			264	18
S1938	S6b7b4edc08fd	నాకు చాలా ఆకలి వేస్తుంది.	nāku chālā ākali vēst undi.	I'm very hungry.	NAA-koo CHAA-laa AA-kuh-lih VEH-stoon-dih		100		Feelings		anki	naaku chaalaa aakali vestuMdi.	respaced		244	17
S1939	Sb049f10e85d4	ఎప్పుడు ఆకలి వేస్తుంది?	eppuḍu ākali vēst undi?	When does hunger come?	EHP-poo-doo AA-kuh-lih VEH-stoon-dih		100		Feelings		anki	eppuDu aakali vestuMdi?	respaced		244	17
S1940	Sc4d85973179c	నాకు చాలా దాహం వేస్తుంది.	nāku chālā dāhaṁ vēst undi.	I'm very thirsty.	NAA-koo CHAA-laa DAA-huhm VEH-stoon-dih		100		Feelings		anki	naaku chaalaa daahM vestuMdi.	respaced		301	21
S1941	S42df8ff78aca	నీళ్ళు ఇవ్వు, దాహం వేస్తుంది.	nīḷḷu ivvu, dāhaṁ vēst undi.	Give me water, I'm thirsty.	NEEL-loo IHV-voo DAA-huhm VEH-stoon-dih		100		Feelings		anki	neeLLu ivvu, daahM vestuMdi.	respaced		301	21
S1942	Sb998147d3e1a	బయట చాలా చలిగా ఉంది.	bayaṭa chālā chaligā undi.	It's very cold outside.	BUH-yuh-tuh CHAA-laa CHUH-lih-gaa UHN-dih		100		Feelings		anki	bayaTa chaalaa chali gaa uMdi.			245	17
S1943	S309daec694bd	నాకు చలి వేస్తుంది.	nāku chali vēst undi.	I'm feeling cold.	NAA-koo CHUH-lih VEH-stoon-dih		100		Feelings		anki	naaku chali vestuMdi.	respaced		245	17
S1944	S7dd627d2ea9f	ఈ టీ చాలా వేడిగా ఉంది.	ī ṭī chālā vēḍigā undi.	This tea is too hot.	EE TEA CHAA-laa VAY-dih-gaa UHN-dih		100		Feelings		anki	ee tea chaalaa veDi gaa uMdi.			274	19
S1945	S603db4fb369b	ఈ రోజు నేను సంతోషంగా ఉన్నాను.	ī rōju nēnu santōṣangā unnānu.	I'm very happy today.	EE ROH-joo NAY-noo suhn-TOH-shuhm-gaa UHN-naa-noo		100		Feelings		anki	ee roju nenu santoshMgaa unnaanu.			172	12
S1946	S07686aaee9b0	ఆమె చాలా సంతోషంగా ఉంది.	āme chālā santōṣangā undi.	She is very happy.	AA-may CHAA-laa suhn-TOH-shuhm-gaa UHN-dih		100		Feelings		anki	aame chaalaa santoshMgaa uMdi.			172	12
S1947	S1d43c90f8f08	ఆయనకి చాలా బాధగా ఉంది.	āyanaki chālā bādhagā undi.	He is very sad.	AA-yuh-nuh-kih CHAA-laa BAA-dhuh-gaa UHN-dih		100		Feelings		anki	aayanaki chaalaa baadha gaa uMdi.			351	24
S1948	S2e98f3d4a7ac	నువ్వు ఎందుకు కోపంగా ఉన్నావు?	nuvvu enduku kōpangā unnāvu?	Why are you angry?	NOOV-voo EHN-doo-koo KOH-puhm-gaa UHN-naa-voo	informal	100		Feelings		anki	nuvvu eMduku kopaMgaa unnaavu?			138	10
S1949	S24c05f430e2c	కోపంగా ఉండకు.	kōpangā uṇḍaku.	Don't be angry.	KOH-puhm-gaa UHN-duh-koo		100		Feelings		anki	kopaMgaa uMDaku.				
S1950	S7bb51ce3e28c	నాకు చీకటి అంటే భయంగా ఉంది.	nāku chīkaṭi aṇṭē bhayangā undi.	I'm scared of the dark.	NAA-koo CHEE-kuh-tih uhn-TAY BHUH-yuhm-gaa UHN-dih		100		Feelings		anki	naaku cheekaTi aMTe bhayaMgaa uMdi.			768	52
S1951	Sea8d7c33c2b2	భయం పడకు.	bhayaṁ paḍaku.	Don't be scared.	BHUH-yuhm PUH-duh-koo		100		Feelings		anki	bhayaM paDaku.			547	37
S1952	Sbdf2bf460fe4	ఈ సినిమా బోరింగ్ గా ఉంది.	ī sinimā bōring gā undi.	This movie is boring.	EE SIH-neh-maa BOH-ring-gaa UHN-dih		100		Feelings		anki	ee cinema boring gaa uMdi.				
S1953	S61ac4646049c	ఈ పుస్తకం ఇంటరెస్టింగ్ గా ఉంది.	ī pustakaṁ iṇṭaresṭing gā undi.	This book is very interesting.	EE PUHS-thuh-kuhm IHN-treh-sting-gaa UHN-dih		100		Feelings		anki	ee pusthakaM interesting gaa uMdi.				
S1954	S0570282a06ec	ఆ కథ ఇంటరెస్టింగ్ గా ఉంది.	ā katha iṇṭaresṭing gā undi.	That story is interesting.	AA KUH-thaa IHN-treh-sting-gaa UHN-dih		100		Feelings		anki	aa kathaa interesting gaa uMdi.				
S1955	S03d547adb930	ఇది చాలా ఈజీ గా ఉంది.	idi chālā ījī gā undi.	This is very easy.	IH-dih CHAA-laa EE-zee-gaa UHN-dih		100		Feelings		anki	idi chaalaa easy gaa uMdi.				
S1956	Scd32495bc304	తెలుగు అంత ఈజీ గా లేదు.	telugu anta ījī gā lēdu.	Telugu is not that easy.	TEH-loo-goo UHN-tuh EE-zee-gaa LAY-doo		100		Feelings		anki	Telugu aMta easy gaa ledu.				
S1957	S2bdf2576f5d3	ఇది చాలా కష్టంగా ఉంది.	idi chālā kaṣṭangā undi.	This is very difficult.	IH-dih CHAA-laa KUHSH-tuhm-gaa UHN-dih		100		Feelings		anki	idi chaalaa kashtaMgaa uMdi.			757	51
S1958	S43e16a78654b	ఆ ఎక్సామ్ కష్టంగా ఉంది.	ā eksām kaṣṭangā undi.	That exam was difficult.	AA EXAM KUHSH-tuhm-gaa UHN-dih		100		Feelings		anki	aa exam kashtaMgaa uMdi.				
S1959	Se23c4e9c6b29	నువ్వు రెడీ గా ఉన్నావా?	nuvvu reḍī gā unnāvā?	Are you ready?	NOOV-voo REH-dee-gaa UHN-naa-vaa	informal	100		Feelings		anki	nuvvu ready gaa unnaavaa?				
S1960	Sa0b1fc0b72e8	నేను ఇప్పుడు చాలా బిజీ గా ఉన్నాను.	nēnu ippuḍu chālā bijī gā unnānu.	I'm very busy now.	NAY-noo IHP-poo-doo CHAA-laa BIH-zee-gaa UHN-naa-noo		100		Feelings		anki	nenu ippuDu chaalaa busy gaa unnaanu.				
S1961	S80c03fb9ddd2	ఆయన ఎప్పుడూ బిజీ గా ఉంటాడు.	āyana eppuḍū bijī gā uṇṭāḍu.	He is always busy.	AA-yuh-nuh EHP-poo-doo BIH-zee-gaa UHN-taa-doo		100		Feelings		anki	aayaNa eppuDuu busy gaa uMTaaDu.				
S1962	S003d311a6e41	సాయంత్రం నేను ఫ్రీ గా ఉన్నాను.	sāyantraṁ nēnu phrī gā unnānu.	I'm free in the evening.	SAA-yuhn-truhm NAY-noo FREE-gaa UHN-naa-noo		100		Feelings		anki	saayaMtram nenu free gaa unnaanu.				
S1963	S33ef307f8fb1	రేపు నువ్వు ఫ్రీ గా ఉన్నావా?	rēpu nuvvu phrī gā unnāvā?	Are you free tomorrow?	RAY-poo NOOV-voo FREE-gaa UHN-naa-vaa	informal	100		Feelings		anki	repu nuvvu free gaa unnaavaa?				
S1964	S04683725e530	సినిమాకి లేట్ అయ్యింది.	sinimāki lēṭ ayyindi.	We got late for the movie.	SIH-neh-maa kih LATE AY-yihn-dih		100		Feelings		anki	cinema ki late ayyindi.			205	14
S1965	S6e82a4cfc010	నాకు త్వరగా కావాలి.	nāku tvaragā kāvāli.	I need it quickly.	NAA-koo TVUH-ruh-guh KAA-vaa-lih		100		Feelings		anki	naaku tvaraga kaavaali.			60	4
S1966	Sf38ec83db559	నేను దాని గురించి కన్ఫ్యూజ్ అయ్యాను.	nēnu dāni gurinchi kanphyūj ayyānu.	I'm confused about this.	NAY-noo DAA-nih GOO-rihn-chih kuhn-FYOOZ AY-yaa-noo		100		Feelings		anki	nenu daani guriMchi confuse ayyaanu.			759	51
S1967	S607a35abbdff	అది షూర్ గా ఉంది.	adi ṣūr gā undi.	That is certain.	UH-dih SHOOR-gaa UHN-dih		100		Feelings		anki	adi sure gaa uMdi.				
S1968	S6490d7873d43	నాకు ఇది షూర్ గా ఉంది.	nāku idi ṣūr gā undi.	I'm sure about this.	NAA-koo IH-dih SHOOR-gaa UHN-dih		100		Feelings		anki	naaku idi sure gaa uMdi.				
S1969	S93f4b454dbbd	నాకు ఇది గురించి డౌట్ ఉంది.	nāku idi gurinchi ḍauṭ undi.	I have a doubt about this.	NAA-koo IH-dih GOO-rihn-chih DOUBT UHN-dih		100		Feelings		anki	naaku idi guriMchi doubt uMdi.			144	10
S1970	Sa51eb82b45e9	ఒక చిన్న డౌట్ ఉంది.	oka chinna ḍauṭ undi.	One small doubt.	OH-kuh CHIHN-nuh DOUBT UHN-dih		100		Feelings		anki	oka chinna doubt uMdi.			144	10
S1971	S333afa45806c	నాకు చాలా టెన్షన్ గా ఉంది.	nāku chālā ṭenṣan gā undi.	I have a lot of tension.	NAA-koo CHAA-laa TEHN-shuhn-gaa UHN-dih		100		Feelings		anki	naaku chaalaa tension gaa uMdi.				
S1972	S4a426ee3f4ad	టెన్షన్ పడకు.	ṭenṣan paḍaku.	Don't take tension.	TEHN-shuhn PUH-duh-koo		100		Feelings		anki	tension paDaku.				
S1973	S03236986f601	రిలాక్స్ అవ్వు, అంతా బాగుంటది.	rilāks avvu, antā bāguṇṭadi.	Relax, everything will be fine.	reh-LAKS UHV-voo UHN-taa BAA-goon-tuh-dih		100		Feelings		anki	relax avvu, aMtaa baaguntadi.				
S1974	Sed23b270495e	మేము చాలా ఎంజాయ్ చేస్తున్నాము.	mēmu chālā enjāy chēstunnāmu.	We're enjoying a lot.	MAY-moo CHAA-laa ehn-JOY CHAYS-toon-naa-moo		100		Feelings		anki	memu chaalaa enjoy chestunnaamu.				
S1975	Sb27c540a3f67	రేపు గురించి చాలా ఎక్సైటెడ్ గా ఉన్నాను.	rēpu gurinchi chālā eksaiṭeḍ gā unnānu.	I'm very excited about tomorrow.	RAY-poo GOO-rihn-chih CHAA-laa ehk-SY-tehd-gaa UHN-naa-noo		100		Feelings		anki	repu guriMchi chaalaa excited gaa unnaanu.				
S1976	Sfbe8e8830a58	అందరూ ఎక్సైటెడ్ గా ఉన్నారు.	andarū eksaiṭeḍ gā unnāru.	Everyone is excited.	UHN-duh-roo ehk-SY-tehd-gaa UHN-naa-roo	respectful	100		Feelings		anki	aMdaruu excited gaa unnaaru.				
S1977	S2ca03df438bf	నేను అన్నం తిన్నాను.	nēnu annaṁ tinnānu.	I ate rice.	NAY-noo UHN-nuhm TIHN-naa-noo		100		Grammar		anki	nenu annaM tinnaanu.			208	14
S1978	Sb412ae9cc8f0	వాళ్ళు నిన్న వచ్చారు.	vāḷḷu ninna vachchāru.	They came yesterday.	VUHL-loo NIHN-nuh VUHCH-chaa-roo		100		Grammar		anki	vaLLu ninna vacHcHaaru.				
S1979	Sc85dbfc4420d	వాడు స్కూల్ కి వెళ్ళాడు.	vāḍu skūl ki veḷḷāḍu.	He went to school.	VAA-doo SKOOL kih VEHL-laa-doo	informal	100		Grammar		anki	vaaDu school ki veLLaaDu.				
S1980	S3cc2a09ef239	నేను రేపు వస్తాను.	nēnu rēpu vastānu.	I will come tomorrow.	NAY-noo RAY-poo VUHS-taa-noo		100		Grammar		anki	nenu repu vastaanu.			119	8
S1981	S8dfdfed2710d	వాడు పని చేస్తాడు.	vāḍu pani chēstāḍu.	He will do the work.	VAA-doo PUH-nih CHAYS-taa-doo	informal	100		Grammar		anki	vaaDu pani chestaaDu.				
S1982	S297490348039	బస్ త్వరగా వస్తుంది.	bas tvaragā vastundi.	The bus will come soon.	BUS TVUH-ruh-guh VUHS-toon-dih		100		Grammar		anki	bus tvaraga vastuMdi.			251	17
S1983	S4e9f1c6e66ef	వాడు నిద్రపోతున్నాడు.	vāḍu nidrapō tunnāḍu.	He is sleeping.	VAA-doo NIHD-ruh-poh-toon-naa-doo	informal	100		Grammar		anki	vaaDu nidrapotunnaaDu.	respaced		265	18
S1984	Sb28da8853ec7	చెప్పండి.	cheppaṇḍi.	Please tell me.	CHEHP-puhn-dih	respectful	100		Grammar		anki	cheppaMDi.			93	7
S1985	S9e467d733f2c	ఈ వైపు రాండి.	ī vaipu rāṇḍi.	Please come this way.	EE VY-poo RAAN-dih	respectful	100		Grammar		anki	ee vaippu raaMDi.			443	30
S1986	S5e457dccc043	ఇప్పుడు తిందామా?	ippuḍu tindāmā?	Shall we eat now?	IHP-poo-doo TIHN-daa-maa		100		Grammar		anki	ippuDu tindaamaa?				
S1987	Se3ba13f10c61	నేను తెలుగు నేర్చుకోవాలా అనుకుంటున్నాను.	nēnu telugu nērchukōvālā anukuṇṭunnānu.	I want to learn Telugu.	NAY-noo TEH-loo-goo NAYR-choo-koh-VAA-laa uh-noo-KUHN-toon-naa-noo		100		Grammar		anki	nenu Telugu nerchukovaalaa anukunTunnaanu.				
S1988	S9b84f9f10719	నువ్వు బాగా చదువుకోవాలి.	nuvvu bāgā chaduvukōvāli.	You should study well.	NOOV-voo BAA-gaa CHUH-doo-voo-KOH-vaa-lih	informal	100		Grammar		anki	nuvvu baagaa chaduvukovaali.				
S1989	S07ff9d0029e6	మనం ఇప్పుడు వెళ్ళాలి.	manaṁ ippuḍu veḷḷāli.	We should go now.	MUH-nuhm IHP-poo-doo VEHL-laa-lih		100		Grammar		anki	manaM ippuDu veLLaali.				
S1990	S7a62666fa4f7	నేను నిన్న వెళ్ళలేదు.	nēnu ninna veḷḷalēdu.	I didn't go yesterday.	NAY-noo NIHN-nuh VEHL-luh-LAY-doo		100		Grammar		anki	nenu ninna veLLaledu.				
S1991	S4af0a1c9696f	ఈ రోజు వర్షం పడలేదు.	ī rōju varṣaṁ paḍa lēdu.	It didn't rain today.	EE ROH-joo VUHR-shuhm PUH-duh-LAY-doo		100		Grammar		anki	ee roju varshaM paDaledu.	respaced		361	25
S1992	S7061e90d6341	నేను ఎవరికి చెప్పను.	nēnu evariki cheppanu.	I won't tell anyone.	NAY-noo EH-vuh-rih-kih CHEHP-puh-noo		100		Grammar		anki	nenu evariki cheppanu.			193	13
S1993	S11c26eff1902	వాడు రేపు రాడు.	vāḍu rēpu rāḍu.	He won't come tomorrow.	VAA-doo RAY-poo RAA-doo	informal	100		Grammar		anki	vaaDu repu raaDu.			206	14
S1994	S335c71e93c63	నేను ఇది చేయగలను.	nēnu idi chēyagalanu.	I can do this.	NAY-noo IH-dih CHAY-yuh-guh-LUH-noo		100		Grammar		anki	nenu idi cheyagalanu.				
S1995	S3e6ac0ec7fa7	మనం ఈ రోజు ఫినిష్ చేయొచ్చు.	manaṁ ī rōju phiniṣ chēyochchu.	We can finish today.	MUH-nuhm EE ROH-joo FIH-nish CHAY-yoh-choo		100		Grammar		anki	manaM ee roju finish cheyocHcHu.				
S1996	Sb85110ca15d4	నేను కారం తినలేను.	nēnu kāraṁ tinalēnu.	I can't eat spicy food.	NAY-noo KAA-ruhm TIHN-lay-noo		100		Grammar		anki	nenu kaaram tinlenu.				
S1997	S61fa3895f437	ఆమె అందంగా పాడుతుంది.	āme andangā pāḍutundi.	She sings beautifully.	AA-may UHN-duhm-gaa PAA-doo-toon-dih		100		Grammar		anki	aame aMdaMgaa paaDutuMdi.			179	12
S1998	S39e0ef0044bc	వాడు స్పష్టంగా చెప్పాడు.	vāḍu spaṣṭangā cheppāḍu.	He spoke clearly.	VAA-doo SPUHSH-tuhm-gaa CHEHP-paa-doo	informal	100		Grammar		anki	vaaDu spashTaMgaa cheppaaDu.				
S1999	S518223c10c68	మెల్లగా రా.	mellagā rā.	Come slowly.	MEHL-luh-guh RAA		100		Grammar		anki	mellaga raa.			158	11
S2000	Sc08075b0f2a9	వర్షం పడ్డైనా, నేను వస్తాను.	varṣaṁ paḍḍainā, nēnu vastānu.	Even if it rains, I'll come.	VUHR-shuhm PUH-dy-naa NAY-noo VUHS-taa-noo		100		Grammar		anki	varshaM paD Dainaa, nenu vastaanu.				
S2001	Sfe4ae0bedbeb	నువ్వు చెప్పినా, వాడు వినడు.	nuvvu cheppinā, vāḍu vinaḍu.	Even if you say, he won't listen.	NOOV-voo CHEHP-pih-naa VAA-doo VIH-nuh-doo	informal	100		Grammar		anki	nuvvu cheppinaa, vaaDu vinaDu.				
S2002	S78af457c55e7	చదివితే, పాస్ అవుతావు.	chadivitē, pās avutāvu.	If you study, you'll pass.	CHUH-dih-vih-TAY PAAS uh-VOO-taa-voo		100		Grammar		anki	chadivite, pass avutaavu.				
S2003	Scad6ea686a1c	నువ్వు వస్తే, నేను సంతోషిస్తాను.	nuvvu vastē, nēnu santōṣistānu.	If you come, I'll be happy.	NOOV-voo VUHS-tay NAY-noo suhn-TOH-shihs-taa-noo	informal	100		Grammar		anki	nuvvu vaste, nenu santoshistaanu.				
S2004	S7ba25e172652	వర్షం పడిస్తే, నేను వెళ్ళను.	varṣaṁ paḍistē, nēnu veḷḷanu.	If it rains, I won't go.	VUHR-shuhm PUH-dihs-TAY NAY-noo VEHL-luh-noo		100		Grammar		anki	varshaM paDiste, nenu veLLanu.			361	25
S2005	S3eeb141800f3	వాడు వచ్చినప్పుడు నేను నిద్రపోతున్నాను.	vāḍu vachchinappuḍu nēnu nidrapōtunnānu.	When he came, I was sleeping.	VAA-doo VUHCH-chihn-uhp-poo-doo NAY-noo NIHD-ruh-poh-toon-naa-noo	informal	100		Grammar		anki	vaaDu vacHcHinappuDu nenu nidrapotunnaanu.				
S2006	S6d9fdf7a4c54	తింటునప్పుడు మాట్లాడకు.	tiṇṭunappuḍu māṭlāḍaku.	While eating, don't talk.	TIHN-too-nuhp-poo-doo MAAT-laa-duh-koo		100		Grammar		anki	tintunappuDu maaTlaaDaku.				
S2007	S2261d0bb4236	పని చేస్తునప్పుడు వాడు పాటలు వింటాడు.	pani chēstunappuḍu vāḍu pāṭalu viṇṭāḍu.	While working, he listens to music.	PUH-nih CHAYS-too-nuhp-poo-doo VAA-doo PAA-tuh-loo VIHN-taa-doo	informal	100		Grammar		anki	pani chestunappuDu vaaDu paaTalu viMTaaDu.				
S2008	S850b4aa69c91	నిన్ను కలుసుకోవడానికి వచ్చాను.	ninnu kalusukōvaḍāniki vachchānu.	I came here to meet you.	NIHN-noo kuh-LOO-soo-koh-vuh-DAA-nih-kih VUHCH-chaa-noo		100		Grammar		anki	ninnu kalusukovaDaaniki vacHcHaanu.				
S2009	S85e4c1eb2b2a	సామాన్లు కొనడానికి వెళ్ళాను.	sāmānlu konaḍāniki veḷḷānu.	I went to buy groceries.	SAA-maan-loo KOH-nuh-DAA-nih-kih VEHL-laa-noo		100		Grammar		anki	saamaanlu konaDaaniki veLLaanu.				
