legacy	rom
A¯èþ$	anu
Æ>	rā
´ù	pō
ÆæÿÐèþ$Ã¯èþ$	rammanu
´÷Ðèþ$Ã¯èþ$	pommanu
ü	rammanu : rammaṁṭunnāḍu
´÷Ðèþ$Ã¯èþ$ : ´÷Ðèþ$Ã¯é²¯èþ$	pommanu : pommannānu
ÆæÿÑ° Ðèþ*sêÏyæþÐèþ$¯èþ$.	ravini māṭlāḍamanu.
¯èþ¯èþ$² ÆæÿÐèþ$Ã¯é²Ðé?	nannu rammannāvā?
M>ÐéÍ	kāvāli
J§æþ$ª	oddu
^éË$	cālu
ÆæÿÑMìü Ñ°í³Ýù¢…¨.	raviki vinipistōṁdi.
ÆæÿÐèþ$Mæü$ Mæü°í³Ýù¢…¨.	ramaku kanipistōṁdi.
1. D MæüË… GÐèþÇMìü M>ÐéÍ?	ī kalaṁ evariki kāvāli?
(D MæüË…) GÐèþÇMîü J§æþ$ª.	(ī kalaṁ) evarikī oddu.
¯èþ$Ðèþ#Ó GÐèþÇ° ^èþ*çÜ$¢¯é²Ðèþ#?	nuvvu evarini cūstunnāvu
(¯óþ¯èþ$) GÐèþÇ± ^èþ*yæþr…Ìôý§æþ$.	(nēnu) evarinī cūḍaṭaṁ lēdu.
±Mæü$ yæþº$¾ GMæüP×ìý~…_ ÐèþçÜ$¢…¨?	nīku ḍabbu ekkaṇṇiṁci vastuṁdi? (nāku ḍabbu) ekkaṇṇiṁcī rādu.
AMæüPyæþ GÐèþÆæÿ$ E¯é²Ææÿ$?	akkaḍa evaru unnāru?
(AMæüPyæþ) GÐèþÆæÿ* ÌôýÆæÿ$.	(akkaḍa) evarū lēru.
AsêÏ	aṭlā
AÌê	alā
AsêÏVóü	aṭlāgē
AÌêVóü	alāgē
&ÌZV>	lōgā
&HÐðþ*	-ēmō
-Ar…	aṭaṁ
A…	aṁ
A…	aṁ
B°	āni
Ar…	aṭaṁ
CÐóþÓâôý M>§æþ$, Æóÿç³# Mæü*yé ¡ÇMæü Ìôý§æþ$.	ivvēḷē kādu, rēpu kūḍā tīrika lēdu.
M>§æþ$	kādu
Mæü*yé	kūḍā
&™ø…	-tōṁ
&¨	-di
&™ø…¨	-tōṁdi
&™ø…	-tōṁ
&™ø…¨	-tunna.
&™ø…¨	-tōṁdi
&™èþ$¯èþ²¨	-tunnadi
ÆæÿÐèþ$ ÐèþÝù¢…¨/ÐèþçÜ$¢¯èþ²¨.	rama vastōṁdi/vasutunnadi.
ºçÜ$Þ ´ù™ø…¨/ ´ù™èþ$¯èþ²¨.	bassu pōtōṁdi/ pōtunnadi.
AçÜË$	asalu
ÆæÿÑ Æ>yæþ$.	ravi rāḍu.
ÆæÿÑ	ravi
Æ>yæþ$.	rāḍu.
± Ðèþ*rË$ Ñ°í³…^èþr…Ìôý§æþ$.	nī māṭalu vinipiṁcaṭaṁlēdu.
± Ðèþ*rË$	nī māṭalu
Ñ°í³…^èþr…Ìôý§æþ$.	vinipiṁcaṭaṁlēdu.
AçÜË$	asalu
AçÜË$	asalu
AçÜË$	asalu
A¨ AçÜË$ »êV> Ìôý§æþ$.	adi asalu bāgā lēdu.
G…™ø	eṁtō
A¨ ^éÌê/G…™ø »êVæü$…¨.	adi cālā/eṁtō bāguṁdi.
&C™óþ	-itē
&C™óþ	-itē
™Œþ	t
&C™óþ	-itē
&C™óþ	-itē
™Œþ	t
™Œþ	t
Æÿ$$Å/Æÿ$$þ	yyi/yi
‹Ü	s
r$tþ	ṭṭu
yŠþ	ḍ
C	i
&C™óþ	-itē
C	i
&C™óþ	-itē
^ðþ¼™ó	cebitē
´ùþ	pō
´ù™óþ	pōtē
°{§æþ´ù™óþ	nidrapōtē
´ëÇ´ù	pāripō
°{§æþ´ù	-akapōtē
&AMæü´ù™óþ	-akapōtē
&B	-ā
Cç³šyæþ$ ¯óþ¯èþ$ H… ^ðþÄæý$Å¯èþ$?	ippuḍu nēnu ēṁ ceyyanu?
±Mæü$ G°² ç³âæý$å CÐèþÓ¯èþ$?	nīku enni paḷḷu ivvanu?
Cç³šyæþ$ Ðóþ$… GMæüPyìþMìü Ððþâæýå…?	ippuḍu mēṁ ekkaḍiki veḷḷaṁ?
Ðóþ$… G°² ç³NË$ MöÄæý$Å…?	mēṁ enni pūlu koyyaṁ?
&õÜç³sìý	-sēpaṭi
&°¯èþ²sìý	-ninnaṭi
&õÜç³#	-sēpu
&Ððþ$$¯èþ²	-monna
&°¯èþ²	-ninna
&Æóÿç³#	-rēpu
¯óþ¯èþ$ Ðéyìþ™ø Ðèþ*sêÏyéÍ A¯èþ$Mæü$…r$¯é²¯èþ$.	nēnu vāḍitō maṭlāḍāli anukuṁṭunnānu.
Aç³šyæþ$	appuḍu
yŠþ	ḍ
™Œþ    ÆŠÿ	t r
™Œþ  ÌŒý	t
™Œþ	l
™Œþ	t,
âŒý   ™Œþ	ḷ
âŒý   ™Œþ	kālitē/kāltē
GsêÏ	eṭlā
GÌê	elā
&ÌZV>þ	-lōgā
Aç³šyæþ$	appuḍu
Cç³šyæþ$	ippuḍu
Aç³šyæþ$	eppuḍu
Aç³šyæþ$	appuḍu
Cç³šyæþ$	ippuḍu
Gç³šyæþ$	eppuḍu
± Ðèþ*rË$ Ñ…sôý ¯éMæü$ ¯èþÐèþ#Ó ÐèþÝù¢…¨.	nī māṭalu viṁṭē nāku navvu vastōṁdi.
´ëË$ Ðèþ$$r$tMæü$…sôý ¯éMæü$ yøMæü$ ÐèþçÜ$¢…¨.	pāḷu muṭṭukuṁṭē nāku ḍōku vastuṁdi.
A…¨™óþ	anditē
kr$t	juṭṭu
M>âæý$å	kāḷḷu
A¨ü	and
Ðóþ×ý$ : AÐèþ#¯èþ$. ¯èþ$Ðèþ#Ó ÆæÿÐèþ$Ã¯èþMæü´ù™óþ Ðéyæþ$ Æ>yæþ$.	..................................
WÇf :	..................................
çÜ$Væü$×ý:	..................................
çÜ$Væü$×ý:	..................................
Ðé×ìý :	..................................
´ùü	pō
´ùü	pō
´ùü	-yā/-yiṁ
´ùü	–
&Æÿ$$…	-yiṁ
&¨	-di
&Äæý*	-yā
¯óþ¯èþ$ C…sìýMìü ´ùÄæý*¯èþ$.	nēnu iṁṭiki pōyānu.
Ðóþ$…/Ðèþ$¯èþ… C…sìýMìü ´ùÄæý*….	mēṁ/manaṁ iṁṭiki pōyāṁ.
¯èþ$Ðèþ#Ó ºyìþMìü ´ùÄæý*Ðèþ#.	nuvvu baḍiki pōyāvu.
Ò$Ææÿ$/Ðéâæý$å ºÄæý$sìýMìü ´ùÄæý*Ææÿ$.	mīru/vāḷḷu bayaṭiki pōyāru.
A™èþ¯èþ$/Ðéyæþ$ ÌZç³ÍMìü ´ùÄæý*yæþ$.	atanu/vāḍu lōpaliki pōyāḍu.
BÄæý$¯èþ/BÐðþ$ BïœçÜ$Mæü$ ´ùÄæý*Ææÿ$.	āyana/āme āfīsuku pōyāru.
M>ü	kā
Æ>ü	rā
´ùü	pō
M>ü	kā
AÐèþ#&ü	avu-
™Œþü	t
§Šþü	d
AÄŒý$&ü	ay-
ÄŒý$ü C	y  i
¯óþ¯èþ$ ò³§æþªÐé×ìý~ AÐèþ#-&™èþ$¯é²¯èþ$.	nēnu peddavāṇṇi avu-tunnānu.
Ðèþ$¯èþ… ò³§æþªÐéâæýå… AÐèþ#&§é….	manṁ peddavāḷḷaṁ avu-dāṁ.
M>ü	kā
-&C…	-
&¨  &Äæý*	-di
BÐðþ$ {í³°Þ´ëÌŒý AÆÿ$$…¨.	āme prinsipāl ayiṁdi.
¯óþ¯èþ$ {í³°Þ´ëÌŒý° AÄæý*Å¯èþ$.	nēnu prinsipālni ayyānu.
AÄæý*Å…	ayyāru
M>	kā
´ù	pō
´ëçÜ$M>	pāsukā
°{§æþ´ù	nidrapō
M>	kā
´ù	pō
AÆÿ$$™óþ	ayitē
M>	kā
AÆÿ$$	ayi
AÆÿ$$™óþ	ayitē
I	ai
AÆÿ$$™óþ	ayiṁdi/aiṁdi
AÆÿ$$™óþ	ayitē/aitē
™ðþË$çÜ$	telusu
Ðèþ^èþ$a	vaccu
M>ÐéÍ	kāvāli
J§æþ$ª	oddu
AMæüPÆóÿÏ§æþ$	akkarlēdu
^éË$	cālu
^éË$	nāku śarma telusu.
™ðþË$çÜ$	telusu
Æ>§æþ$	rādu
Æ>Ðèþ#	rāvu
Ðèþ^èþ$a	vaccu
™ðþË$çÜ$	telusu
Ðèþ^èþ$a	vaccu
¯éMæü$ Ðèþ$×ìý ™ðþË$çÜ$.	nāku maṇi telusu.
±Mæü$ Ðéâæý$å ™ðþË$Ýë?	nīku vāḷḷu telusā?
Ò$Mæü$ ÆæÿÑ ™ðþÍÄæý$§æþ$.	mīku ravi teliyadu.
A™èþ°Mìü Væü$…r*Ææÿ$ ™ðþÍÄæý$§æþ$.	ataniki guṁṭūru teliyadu.
Ðèþ$¯èþMæü$ D ÑçÙÄæý*Ë$ ™ðþÍÄæý$Ðèþ#.	manaku ī viṣayālu teliyavu.
¯éMæü$ ™ðþË$Væü$ Ðèþ^èþ$a.	nāku telugu vaccu.
ÆæÿÑMìü ´ërË$ Ðèþ^èþ$a.	raviki pāṭalu vaccu.
MæüÐèþ$ËMæü$ íßý…© Æ>§æþ$.	kamalaku hiṁdī rādu.
A™èþ°Mìü Ðèþ$¯èþ ¿êçÙË$ Æ>Ðèþ#.	ataniki mana bhāṣalu rāvu.
ÐéâæýåMæü$ ¯óþ¯èþ$ ™ðþË$çÜ$.	vāḷḷaku nēnu telusu.
ÐéâæýåMæü$ ¯èþ$Ðèþ#Ó ™ðþÍÄæý$§æþ$.	vāḷḷaku nuvvu teliyadu.
ÐéâæýåMæü$ ™ðþË$Væü$ Ðèþ^èþ$a.	vāḷḷaku telugu vaccu.
ÐéâæýåMæü$ ´ërË$ Æ>Ðèþ#.	vāḷḷaku pāṭalu rāvu.
ÐéâæýåMæü$ íßý…© Æ>§æþ$.	vāḷḷaku hiṁdī rādu.
Ðèþ^èþ$a	vaccu
Æ>§æþ$	rādu
Æ>Ðèþ#	rāvu
¯éMæü$ ™ðþË$Væü$ Ðèþ^èþ$a.	nāku telugu vaccu.
ÆæÿÑMìü »ŸÐèþ$ÃË$ ^ðþÄæý$År… Ðèþ^èþ$a.	raviki bommalu ceyyaṭaṁ vaccu.
ÐéâæýåMæü$ íßý…© Æ>§æþ$.	vāḷḷaku hiṁdī rādu.
A™èþ°Mìü ´ërË$ Æ>Ðèþ#.	ataniki pāṭalu rāvu.
™ðþË$çÜ$	telusu
™ðþÍÄæý$§æþ$	teliyadu
Ðèþ^èþ$a	vaccu
Ðèþ^èþ$a	vaccu
™ðþË$çÜ$	telusu
Ðèþ^èþ$a	vaccu
™ðþË$çÜ$	telusu
¯éMæü$ ™ðþË$Væü$ ™ðþË$çÜ$/Ðèþ^èþ$a.	nāku telugu telusu/vaccu.
çßýÇMìü »ŸÐèþ$ÃË$ ^ðþÄæý$År… ™ðþË$çÜ$/Ðèþ^èþ$a.	nāku telugu telusu/vaccu.
Ðèþ^èþ$a	vaccu
™ðþË$çÜ$	telusu
{Mìü™èþ…	kritaṁ
ÌôýMæü´ù™óþ	lēkapōtē
&AMæü´ù™óþ	-akapōtē
Ìôý&	lē-
E…yæþ$	uṁḍu
ÌôýMæü´ù™óþ ¯óþ¯óþ Ðèþ…§æþ Ææÿ*´ëÄæý$Ë ¯ør$ Ðèþ*Ça CÝë¢¯èþ$.	nī daggara cillara uṁṭē ataniki padi rūpāyalu ivvu;
ÌôýMæü´ù™óþ ¯óþ¯óþ Ðèþ…§æþ Ææÿ*´ëÄæý$Ë ¯ør$ Ðèþ*Ça CÝë¢¯èþ$.	lēkapōtē nēnē vaṁda rūpāyala nōṭu mārci istānu.
± §æþVæüYÆæÿ MæüË… E…§é?  ÌôýMæü´ù™óþ ¯é MæüË… ¡çÜ$Mø.	nī daggara kalaṁ uṁdā?  lēkapōtē nā kalaṁ tīsukō.
™èþ¯èþ$	tanu
ÆæÿÑ ™èþ¯èþ$ Ðèþ$…_Ðé×ìý~ A¯èþ$Mæü$…sêyæþ$.	ravi tanu maṁcivāṇṇi anukuṁṭāḍu.
ÆæÿÑ ™èþ¯èþ$ ´ëçÜÐèþ#™é¯èþ$ A¯èþ$Mæü$…r$¯é²yæþ$.	ravi tanu pāsavutānu anukuṁṭunnāḍu.
&K	-ō
ÐèþõÜ¢ Æðÿ…yæþ$ ºçÜ$ÞÌZ Ðèþ$*yæþ$ ºçÜ$ÞÌZ JMóü ÝëÇ ÐèþÝë¢Æÿ$$; ÌôýMæü´ù™óþ AçÜË$ Æ>Ðèþ#.	vastē reṁḍu bassulō mūḍu bassulō okē sāri vastāyi; lēkapōtē asalu rāvu.
ºçÜ$ÞMæü$ sñýOÐèþ$$ AÆÿ$$…¨.	bassuku ṭaimu aiṁdi.
B Væü¨Mîü D Væü¨Mîü ^éÌê ™óþyé E…¨.	ā gadikī ī gadikī cālā tēḍā uṁdi.
&V>	-gā
»êËÄæý$Å ¯é™ø JMæü õÜ²íßý™èþ$yìþV> Ðèþ*sêÏyé¢yæþ$.	bālayya nātō oka snēhituḍigā maṭlāḍtāḍu.
ÆæÿÑ {í³°Þ´ëÌŒý V> Ðèþ*sêÏyæþ$™èþ$¯é²yæþ$.	ravi prinsipāl gā māṭlāḍutunnāḍu.
ÆæÿÑ {í³°Þ´ëÌŒý ÌêV> Ðèþ*sêÏyæþ$™èþ$¯é²yæþ$.	ravi prinsipāl lāgā māṭlāḍutunnāḍu.
&ÌêV>	-lāgā
&ÌêV>	-lāgā
&V>	-gā
&V>	-gā
&I¯é	-ainā
I¯é	ainā
GÐèþÆðÿO¯é	evarainā
GÐèþÆðÿO¯é	ekkaḍa
GMæüPyðþO¯é	ekkaḍainā
GMæüPyðþO¯é	eppuḍu
Gç³šyðþO¯é	eppuḍainā
Gç³šyðþO¯é	eṁta
G…™ðþO¯é	eṁtainā
G…™ðþO¯é	enni
G¯ðþO²¯é	ennainā
G¯ðþO²¯é	ēṁ
H…	ēṁ
HÐðþ$O¯é	emainā
HÐðþ$O¯é	elā/eṭlā
GÌêVðüO¯é/GsêÏVðüO¯é	elāgainā/eṭlāgainā
, HÇ	ēḍi  ēri
&I¯é	-ainā
&I¯é	-ainā
H ç³#çÜ¢MæüÐðþ$O¯é	ēpustakamainā
H ç³#çÜ¢MæüÐðþ$O¯é	enni kalālu
G°² MæüÌêÌñýO¯é	enni kalālainā
&I¯é	-ainā
GÐèþÇMðüO¯é	evarikainā
GÐèþÇMðüO¯é	dēnikōsaṁ
§óþ° MøçÜÐðþ$O¯é	dēnikōsamainā
§óþ° MøçÜÐðþ$O¯é	ē pillini?
H í³ÍÏ¯ðþO¯é	ē pillinainā
GÐèþÇ™ø¯ðþO¯é	evaritōnainā
GÐèþÇ™ø¯ðþO¯é	ē gadilō
H Væü¨ÌZ¯ðþO¯é	ē gadilōnainā
ç³yæþ$	paḍu
ç³yæþ$	paḍu
A¯èþ$	anu
&A	-ā/-a  -a
¨	di
&B	-ā
A¯èþ$	anu
ç³yæþ$	ḍu
ç³yæþ$	paḍu
yŠþz	ḍḍ
¯èþ$	nu
A¯èþ$	anu
¯Œþ²	nn
†¯Œþ²&A&¨	tinn-a-di
†¯Œþ²&B&yæþ$	tinn-ā-ḍu
ç³yŠþz&A&¨	paḍḍ-a-di
ç³yŠþz&B&yæþ$	paḍḍ-ā-ḍu
ç³yéz¯èþ$	paḍḍānu
, ç³yéz…	paḍḍāṁ
, ç³yézÐèþ#	paḍḍāvu
, ç³yézÆæÿ$	paḍḍāru
ç³yézÆÿ$$	paḍḍāyi
&C…sìý	-iṁṭi
&C…sìý	-iṁṭi
&C…sìý	nālugiṁṭiki
&C…sìý	padiṁṭiki
ç³¯ðþ²…yìþ…sìýMìü	enni
&C…sìý	-iṁṭi
G°² .	enni
G°²…sìýMìü	enniṁṭiki
G°²…sìýMìü	enniṁṭiki
ÆæÿÑ G°²…sìýMìü ÐèþÝë¢yæþ$?	ravi enniṁṭiki vastāḍu?
ÆæÿÑ Ðèþ$*yìþ…sìýMìü ÐèþÝë¢yæþ$.	ravi mūḍiṁṭiki vastāḍu.
&K	ō
A¯èþ$	anu
A¯èþ$	anu
çÜ$Væü$×ý	suguṇa
çÜ$»ê¾Æ>Ðèþ# Ðèþ$…_Ðéyæþ$	subbārāvu maṁcivāḍu annadi
Ðéyæþ$	vāḍu
íÜ°Ðèþ*Mæü$ Ððþâêª…	sinimāku veḷdāṁ
A¯é²yæþ$	annāḍu
I¯é	ainā
GÐèþÆæÿ* Æ>Ìôý§æþ$.	evarū rālēdu.
GMæüPyé ò³rtÌôý§æþ$.	ekkaḍā peṭṭalēdu.
±Mæü$ GMæüP×ìý~…^ðþO¯é yæþº$¾ ÐèþçÜ$¢…§é?	nīku ekkaṇṇiñcainā ḍabbu vastuṁdā?
GMæüP×ìý~…` Æ>§æþ$.	ekkaṇṇiṁcī rādu.
VŠü	g
CÌê/CsêÏ	elā/eṭlā;
AÌê/AsêÏ	ilā/iṭlā;
VŠü	alā/aṭlā
I¯é	ainā
GsêÏVðüO¯é	eṭlāgainā
GÌê	elā
I¯é	ainā
GÌêVðüO¯é	elāgainā
AÌê	alā
B	ā
AÌêV>?	alāgā?
B	ā
AsêÏV>?	aṭlāgā?
AÌê	alā
AÌêVóü!	alāgē!
AsêÏVóü!	aṭlāgē!
H/	ē
A…yîþ	aṁḍī
GsêÏVæü…yîþ?	eṭlāgaṁḍī?
GÌê	elā
AÄæý*Å	ayyā
GÌêVæüÄæý*Å?	elāgayyā?
¯Œþ	n
K	ō
¯Œþ	n
K	ō
´ù	pō
&Mø	-kō
I¯é	ainā
GÐèþÇ™ø¯ðþO¯é	evaritōnainā
I¯é	ainā
H Væü¨ÌZ¯ðþO¯é	ē gadilōnainā
I¯é	idugōnaṁdī
HÐðþ*¯èþ…yîþ!	ēmōnaṁḍī!
AsêÏV>	aṭlāgā
AÌêV>	alāgā
&™ø	-tō
A¯èþ$	anu
ÆæÿÑ ¯é™ø CÐóþÓâæý íÜ°Ðèþ*Mæü$ ´ù§é… A¯é²yæþ$.	ravi nātō ivvēḷa sinimāku pōdāṁ annāḍu.
çÜ$»ê¾Æ>Ðèþ# çßýÇ™ø J…sìýVæü…rMæü$ ÐèþÝë¢¯èþ$ A¯é²yæþ$.	subbārāvu haritō oṁṭigaṁṭaku vastānu annāḍu.
&M>	-kā
´ëçÜ$M>&Ðèþr…	pāsukā-vaṭam
ç³NÇ¢M>&Ðèþr…&Ìôý§æþ$	pūrtikā-vaṭaṁ-lēdu
ç³NÇ¢M>&A&Ìôý§æþ$	pūrtikā-a-lēdu
ç³NÇ¢M>Ìôý§æþ$	pūrtikālēdu
ç³NÇ¢M>&AMæü´ù™óþ	pūrtikā-akapōtē
ç³NÇ¢M>Mæü´ù™óþ	pūrtikākapōtē
´ëçÜ$M>&A&yæþ$	pāsukā-a-ḍu
´ëçÜ$M>yæþ$	pāsukāḍu.
E…yæþ$	uṁḍu
Væü$Ææÿ$¢…yæþ$	gurtuṁḍu
E…yæþ$	uṁḍu
¯éMæü$ Væü$Ææÿ$¢…¨/VæüÆæÿ$¢¯èþ²¨.	nāku gurtuṁdi/gurtunnadi.
¯éMæü$ Væü$Ææÿ$¢ Ìôý§æþ$.	nāku gurtulēdu.
¯èþ$Ðèþ#Ó ¯éMæü$ Væü$Ææÿ$¢…sêÐèþ#.	nuvvu nāku gurtuṁtāvu.
Ðéâæý$å ¯éMæü$ Væü$Ææÿ$¢…yæþÆæÿ$.	vāḷḷu nāku gurtuṁḍaru.
H	-ē
AÆÿ$$™óþ¯óþ	ayitē-n-ē
ÐèþõÜ¢¯óþ	vastē-n-ē
&‹Ü/^Œþ	-s/c
Ìôý§æþ$	-lēdu
Ìôý§æþ$	a
&‹Ü/^Œþ	-s/c
&ÐŒþ	-v
&A  B	-a  ā
°¯èþ² C…sìýÐèþ$$…§æþ$Mæü$ ÐèþõÜ¢ AÐèþ$Ã Mö¯èþ²¨.	ninna iṁṭimuṁduku vastē amma konnadi.
¯èþ$Ðèþ#Ó ÐèþõÜ¢ ^ðþ´ë¢¯èþ$.	nuvvu vastē ceptānu.
Ðéyæþ$ †…sôý ¯èþ$Ðèþ#Ó †¯èþ$.	vāḍu tiṁtē nuvvu tinu.
+ V>°	gāni
ÐèþõÜ¢&V>°	vastē-gāni.
¯èþ$Ðèþ#Ó ÐèþõÜ¢V>° ¯óþ¯èþ$ Ððþâæýå¯èþ$.	nuvvu vastēgāni nēnu veḷḷanu.
Ðéyæþ$ ÐèþõÜ¢V>° ¯é ç³° fÆæÿVæü§æþ$.	vāḍu vastēgāni nā pani jaragadu.
¯óþ¯èþ$ Cç³šyæþ$ Ððþâæýår… GsêÏ?	nēnu ippuḍu veḷḷaṭaṁ eṭlā?
yæþº$¾Ë$ ÌôýMæü´ù™óþ íÜ°Ðèþ*Mæü$ Ððþâæýår… GsêÏ?	ḍabbulu lēkapōtē sinimāku veḷḷaṭaṁ eṭlā?
ç³âæý$å	paḷḷu
ç³¯èþ$²	pannu
D ç³âæýÏ´÷yìþ ç³…sìý¯ðþí³µMìü Ðèþ$…_¨.	ī paḷḷapoḍi paṁṭineppiki maṁcidi
D Ðèþ$…§æþ$ fÓÆ>°Mìü Ðèþ$…_¨.	ī maṁdu jvarāniki maṁcidi.
&A	-a
A¯èþ$	anu
ç³yæþ$	paḍu
&A/&B	-a/-ā
&A	-a
&E¯èþ²¨	unnadi
, Mö¯èþ²¨	konnadi
ç³yæþz¨	paḍḍadi
¨	di
&E¯èþ²	unna
¨	tīsukunna
, °Ë$a¯èþ²	nilcunna
Mö¯èþ²	konna  paḍḍa
&Æÿ$$¯èþ	-yina
´ù	-pō
´ù&Æÿ$$¯èþ	pōyina
&C¯èþ	-ina
&Äôý$	-yē
´ù	pō
M> M>	kā  kā
AÄŒý$	ay
&Äôý$	-yē
AÄŒý$	pō-yē
&H	-ē
H	ē
&K	-ō
´ù	pō
K	ō
E¯Œþ	un
J¯Œþ	on
&H	-ē
&¨  , &Ñ , &Ðéyæþ$	-di  -vi
, &ÐéÆæÿ$	-vāḍu
&Ðéâæý$Ï	vāḷḷu
ÐèþçÜ$¢¯èþ²¨/ÐèþÝù¢…¨	vastunnavāḍu
, ÐèþçÜ$¢¯èþ²Ðéyæþ$	vastunnavāḷḷu
, Ðèþ^óþaÑ	vaccēdi
, Ðèþ^óþaÑ	vaccēvi
ÐèþçÜ$¢¯èþ²Ðéâæý$å	vaccēvāḍu
.	vaccēvāru
, Ðèþ^óþaÑ	vaccēvāḷḷu
¯èþ¨-	nadi
…¨	ṁdi.
™èþ$¯èþ²¨	tunnadi
™ø…¨	tōṁdi.
= D »ŸÐèþ$Ã¯èþ$ XíÜ¯èþÐéyæþ$ ÆæÿÑ.	–
= D »ŸÐèþ$Ã¯èþ$ XíÜ¯èþÐéyæþ$ ÆæÿÑ.	ī bommanu gīsinavāḍu ravi.
D »ŸÐèþ$Ã¯èþ$ ÆæÿÑ XçÜ$¢¯é²yæþ$ = D »ŸÐèþ$Ã¯èþ$ XçÜ$¢¯èþ²Ðéyæþ$ ÆæÿÑ.	ī bommanu ravi gīstunnāḍu ī bommanu gīstunnavāḍu ravi.
D »ŸÐèþ$Ã¯èþ$ ÆæÿÑ XÝë¢yæþ$	ī bommanu ravi gīstāḍu
= D »ŸÐèþ$Ã¯èþ$ XõÜÐéyæþ$ ÆæÿÑ.	ī bommanu gīsēvāḍu ravi.
D »ŸÐèþ$Ã¯èþ$ XíÜ¯èþÐéyæþ$ ÆæÿÑ	ī bommanu gīsinavāḍu ravi
ÆæÿÑ D »ŸÐèþ$Ã¯èþ$ XíÜ¯èþÐéyæþ$	ravi ī bommanu gīsinavāḍu
¯óþ¯èþ$ Ò$ sñýÎ¸ù¯Œþ »êVæü$^óþ§éªÐèþ$° Ðèþ_a¯èþÐé×ìý~.	nēnu mī ṭelīfōn bāgucēddāmani vaccinavāṇṇi.
D ç³° ^óþíÜ¯èþ Ðéâæýå… Ðóþ$…/Ðèþ$¯èþ….	ī pani cēsinavāḷḷaṁ mēṁ/manaṁ.
¯èþ$Ðèþ#Ó D ç³È„æüÌZ ´ëòÜO¯èþÐéyìþÑ.	nuvvu ī parīkṣalō pāsainavāḍivi.
ÆæÿÑ° í³Í_¯èþÐéâæý$Ï Ò$Ææÿ$.	ravini pilicinavāḷḷu mīru.
ÆæÿÑ° í³Í_¯èþÐéÆæÿ$ Ò$Ææÿ$.	ravini pilicinavāru mīru.
V>°	gāni
V>°	gāni
±Mæü$ yæþº$¾ÍÝë¢¯èþ$ V>° ¯èþ$Ðèþ#Ó ™ö…§æþÆæÿV> Ððþâæý$å.	nīku ḍabbulistānu gāni nuvvu toṁdaragā veḷḷu.
çßýÇ Cç³šyæþ$ ÐèþÝë¢yæþ$V>° ¯èþ$Ðèþ#Ó CMæüPyóþ E…yæþ$.	hari ippuḍu vastāḍugāni nuvvu ikkaḍē uṁḍu.
G…™èþ	eṁta
A…™èþ	aṁta
A¨ G…™èþ ò³§æþª§ø C¨ A…™èþ _¯èþ²¨.	adi eṁta peddadō idi aṁta cinnadi.
M>§æþ$	kādu
M>§æþ$	kādu
¯óþ¯èþ$ çÜ$»ê¾Æ>Ðèþ#¯èþ$ M>¯èþ$/M>§æþ$.	nēnu subbārāvunu kānu/kādu.
Ðóþ$…/Ðèþ$¯èþ… Ñ§éÅÆæÿ$¦Ë… M>…/M>§æþ$.	mēṁ/manaṁ vidyārthulaṁ kāṁ/kādu.
¯èþ$Ðèþ#Ó Ñ§éÅÇ¦Ñ M>Ðèþ#/M>§æþ$.	nuvvu vidyārthivi kāvu/kādu.
Ò$Ææÿ$/Ðéâæý$å Ñ§éÅÆæÿ$¦Ë$ M>Ææÿ$/M>§æþ$.	mīru/vāḷḷu vidyārthulu kāru/kādu.
BÄæý$¯èþ/BÐðþ$ yéMæütÆæÿ$ M>Ææÿ$/M>§æþ$.	āyana/āme ḍākṭaru kāru/kādu.
Ðéyæþ$/A™èþyæþ$ Ñ§éÅÇ¦ M>yæþ$/M>§æþ$.	vāḍu/atanu vidyārthi kāḍu/kādu.
A°™èþ Ñ§éÅÇ¦° M>§æþ$.	anita vidyārthini kādu.
AÑ Mæü$MæüPË$ M>Ðèþ#/M>§æþ$.	avi kukkalu kāvu/kādu.
A™èþ¯èþ$ ¡çÜ$Mæü$¯óþ °Ææÿ~Äæý$… Ðèþ$¯èþMæü$ A¯èþ$Mæü*Ë…V> E…sôý Ðèþ$¯èþ ç³° fÆæÿ$Væü$™èþ$…¨.	atanu tīsukunē nirṇayaṁ manaku anukūlaṁgā uṁṭē mana pani jarugutuṁdi.
A™èþ¯èþ$ ¡çÜ$Mæü$¯óþ °Ææÿ~Äæý$… Ðèþ$¯èþMæü$ A¯èþ$Mæü*Ë…V> E…r$…¨.	atanu tīsukunē nirṇayaṁ manaku anukūlaṁgā uṁṭuṁdi.
AÌê AÆÿ$$™óþ Ðèþ$¯èþ ç³° fÆæÿ$Væü$™èþ$…¨.	alā ayitē mana pani jarugutuṁdi.
»Z »Z	bō  bō
´ù	pō
»Z	bō
´ù	pō
ÆæÿÑ A¯èþ²… †¯èþ»Z™èþ$¯é²yæþ$.	ravi annaṁ tinabōtunnāḍu.
¯óþ¯èþ$ Ðèþ*sêÏyæþ»ZÄæý*¯èþ$.	nēnu māṭlāḍabōyānu.
Ë™èþ Ðèþ*sêÏyæþ»Z™óþ çÜ$Væü$×ýMæü$ Møç³… Ðèþ_a…¨.	lata māṭlāḍabōtē suguṇaku kōpaṁ vacciṁdi.
